Variable / Field Name,Form Name,Section Header,Field type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
admit_source,baselinedemographics,Patient demographics,radio,Patient location/living situation prior to onset of current illness episode,"10, Home independently|12, Home with help (unskilled/unpaid help with ADLs/IADLs)|13, Home with professional help|19, Home, unknown level of support|20, Nursing home/facility (e.g. goal is to meet patients ongoing needs)|21, Rehab or intermediate care facility (e.g. goal is to get patient better)|22, Long-term acute care hospital (LTACH)|23, Acute care hospital|24, Adult family home or other non-medical institution|30, Homeless or living in a temporary shelter|98, Other|99, Unknown","<b>Obtain answer from brief review of ED note and admission note. <ul><li>If no suggestion of living in facility and no suggestion of baseline functional limitation</u>, default to ""home independently.""<li>If has limitation and lives at home, but no evidence of professional home services, default to ""Home with help (unskilled...)""",,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),,,,,,
admit_icd10_31,optional,Discharge diagnosis ICD-10 codes (electronic query only),text,ICD-10 code #31,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),,,,,,
admit_icd10_32,optional,Discharge diagnosis ICD-10 codes (electronic query only),text,ICD-10 code #32,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),,,,,,
exposure_labworker,baselinedemographics,Variables auto-calculated or defaulted for ISARIC mapping,calc,Is patient a medical laboratory worker?,"if([enroll_coral] =""1"", ""3"", """")",,,,,,,y,RH,,,, @HIDDEN
smoking,baselinedemographics,Variables auto-calculated or defaulted for ISARIC mapping,radio,Cigarette or tobacco smoking,"2, Current|1, Former|0, Never|9, Unknown",Former smoker/vaper defined as having quit ≥4 weeks prior to presentation.,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
vaping,baselinedemographics,Variables auto-calculated or defaulted for ISARIC mapping,radio,Vaping,"2, Current|1, Former|0, Never|9, Unknown",Former smoker/vaper defined as having quit ≥4 weeks prior to presentation.,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,,,,,
admit_admit_type,baselinedemographics,Admission information,radio,Hospital admission type,"1, Medical|2, Surgical (scheduled/elective)|3, Surgical (unscheduled/emergent)|4, Trauma|9, Other",,,,,,"((([admit_yn]=""1"") OR [admit_admit_type]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
admit_admit_resourcelimit,baselinedemographics,Admission information,radio,Any indication in admission documentation of external triage limitations on access to intensive care?,"1, Yes|0, No|9, Unknown",,,,,,"((([admit_yn]=""1"") OR [admit_admit_resourcelimit]<>'') AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [admit_admit_resourcelimit]<> '')))",y,,,,,
admit_transfer_yn,baselinedemographics,Admission information,radio,Patient transferred from another facility?,"0, No|1, Yes, transfer from ED|2, Yes, transfer from inpatient unit",,,,,,"((([admit_yn]=""1"") OR [admit_transfer_yn]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,,,,,
admit_transfer_why,baselinedemographics,Admission information,checkbox,Reason for transfer,"1, Regionalized COVID-19 care|2, Capacity issues at other hospital|3, Need for higher level of care|9, Other/unknown",,,,,,([admit_transfer_yn] = '1' or [admit_transfer_yn] = '2') AND (([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1'))),y,,,,,
admit_icd10_33,optional,Discharge diagnosis ICD-10 codes (electronic query only),text,ICD-10 code #33,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),,,,,,
goals_advancedirect,baselinedemographics,Advanced care planning,radio,Advanced directives or POLST in place before hospital admission?,"1, Yes|0, No|9, Unknown",,,,,,(([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [goals_advancedirect]<> '')),y,RH,,,,
goals_limit,baselinedemographics,Advanced care planning,radio,Patient limitations on life-sustaining therapy on admission,"0, None|1, DNR|2, DNR/DNI|8, Other|9, Unknwon","<u>Definitions</u>:<ul><li>DNR: ""Do not resuscitate,"" no CPR<li>DNI: ""Do not intubate""",,,,,(([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [goals_limit]<> '')),y,,,,,
goals_self,baselinedemographics,Advanced care planning,radio,Is patient able to make medical decisions on admission?,"1, Yes|0, No|9, Unknown",,,,,,(([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [goals_self]<> '')),y,RH,,,,
goals_surrougate,baselinedemographics,Advanced care planning,radio,Does patient have surrogate decision makers/next of kin?,"1, Yes|0, No|9, Unknown",,,,,,(([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [goals_surrougate]<> '')),y,RH,,,,
function_prioradmit,baselinedemographics,Baseline functional status,radio,Hospital admission in the past 12 months,"1, Yes|0, No|9, Unknown",,,,,,(([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [function_prioradmit]<> '')),y,RH,,,,
admit_icd10_34,optional,Discharge diagnosis ICD-10 codes (electronic query only),text,ICD-10 code #34,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),,,,,,
admit_icd10_35,optional,Discharge diagnosis ICD-10 codes (electronic query only),text,ICD-10 code #35,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),,,,,,
function_edadmit,baselinedemographics,Baseline functional status,radio,ED visit in the past 12 months,"1, Yes|0, No|9, Unknown",,,,,,(([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [function_edadmit]<> '')),y,RH,,,,
function_walk,baselinedemographics,Baseline functional status,radio,"Patient able to walk independently (>50’, use of gait aid permitted)? ","1, Yes|0, No|9, Unknown",,,,,,(([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [function_walk]<> '')),y,RH,,,,
function_adls,baselinedemographics,Baseline functional status,radio,Patient able to perform activities of daily living (ADLs) independently? ,"1, Yes|0, No|9, Unknown","ADLs include bathing, dressing, transferring, using the toilet, and eating",,,,,(([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [function_adls]<> '')),y,RH,,,,
function_frailty,baselinedemographics,Baseline functional status,radio,Frailty scale,"1, Very fit|2, Well|3, Managing well|4, Vulnerable|5, Mildly frail|6, Moderately frail|7, Severely frail|8, Very severely frail|9, Terminally ill","<b><u>Category descriptions</u>:</b><ul><li>Very fit: Robust, active, energetic, motivated; exercises regularly; they are the fittest for their age<li>Well: No active disease symptoms; active or exercises occasionally<li>Managing well: Medical problems are well controlled; not active beyond routine walking<li>Vulnerable: Slowed down; not dependent on others; symptoms limit activities<li>MildlyfFrail: Evident slowing, higher order IADL dependency, impaired shopping or walking outside and housework<li>Moderately frail: Needs help with all outside activities, has trouble with stairs, may need help with bathing and dressing<li>Severely frail: Completely dependent for personal care, not at high risk of dying within 6 months<li>Very severely frail: Completely dependent, approaching end of life, typically would not recover from minor illness<li>Terminally ill: Approaching end of life</ul>",,,,,(([enroll_coralreef]='1' OR ([elig_eval_coral] = '2' AND [enroll_coral] = '1') OR [function_frailty]<> '')),y,,,,,
admit_icd10_36,optional,Discharge diagnosis ICD-10 codes (electronic query only),text,ICD-10 code #36,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),,,,,,
admit_icd10_37,optional,Discharge diagnosis ICD-10 codes (electronic query only),text,ICD-10 code #37,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),,,,,,
admit_icd10_38,optional,Discharge diagnosis ICD-10 codes (electronic query only),text,ICD-10 code #38,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),,,,,,
admit_icd10_39,optional,Discharge diagnosis ICD-10 codes (electronic query only),text,ICD-10 code #39,,,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),,,,,,
symptom_fever,baselinesymptoms,"Admission signs and symptoms. Obtain from ED note and admission H&P symptoms that are new or changed from baseline during this episode of illness. When evaluating symptom/history based elements: If history was able to be obtained and symptom noted, choose ""Yes"" If history was able to be obtained and symptom is either denied or was not specifically noted, choose ""No"" If clinicians were unable to obtain any history about patient, choose ""unknown""",radio,Fever,"1, Yes | 0, No|9, Unknown",,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,symptoms,,
symptom_chills,baselinesymptoms,"Admission signs and symptoms. Obtain from ED note and admission H&P symptoms that are new or changed from baseline during this episode of illness. When evaluating symptom/history based elements: If history was able to be obtained and symptom noted, choose ""Yes"" If history was able to be obtained and symptom is either denied or was not specifically noted, choose ""No"" If clinicians were unable to obtain any history about patient, choose ""unknown""",radio,Chills/rigors/shivering,"1, Yes | 0, No|9, Unknown",,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,symptoms,,
symptom_cough,baselinesymptoms,"Admission signs and symptoms. Obtain from ED note and admission H&P symptoms that are new or changed from baseline during this episode of illness. When evaluating symptom/history based elements: If history was able to be obtained and symptom noted, choose ""Yes"" If history was able to be obtained and symptom is either denied or was not specifically noted, choose ""No"" If clinicians were unable to obtain any history about patient, choose ""unknown""",radio,Cough,"1, Yes | 0, No|9, Unknown",,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,symptoms,,
symptom_cough_prod,baselinesymptoms,"Admission signs and symptoms. Obtain from ED note and admission H&P symptoms that are new or changed from baseline during this episode of illness. When evaluating symptom/history based elements: If history was able to be obtained and symptom noted, choose ""Yes"" If history was able to be obtained and symptom is either denied or was not specifically noted, choose ""No"" If clinicians were unable to obtain any history about patient, choose ""unknown""",radio,Cough with sputum production,"1, Yes | 0, No|9, Unknown",,,,,,"((([symptom_cough] = ""1"") OR [symptom_cough_prod]<>'') AND (([enroll_coral] = '1' OR [enroll_coralreef]='1')))",y,RH,,symptoms,,
symptom_sorethroat,baselinesymptoms,"Admission signs and symptoms. Obtain from ED note and admission H&P symptoms that are new or changed from baseline during this episode of illness. When evaluating symptom/history based elements: If history was able to be obtained and symptom noted, choose ""Yes"" If history was able to be obtained and symptom is either denied or was not specifically noted, choose ""No"" If clinicians were unable to obtain any history about patient, choose ""unknown""",radio,Sore throat,"1, Yes | 0, No|9, Unknown",,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,symptoms,,
symptom_rhinorhea,baselinesymptoms,"Admission signs and symptoms. Obtain from ED note and admission H&P symptoms that are new or changed from baseline during this episode of illness. When evaluating symptom/history based elements: If history was able to be obtained and symptom noted, choose ""Yes"" If history was able to be obtained and symptom is either denied or was not specifically noted, choose ""No"" If clinicians were unable to obtain any history about patient, choose ""unknown""",radio,Runny nose (rhinorrhoea),"1, Yes | 0, No|9, Unknown",,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,symptoms,,
symptom_wheeze,baselinesymptoms,"Admission signs and symptoms. Obtain from ED note and admission H&P symptoms that are new or changed from baseline during this episode of illness. When evaluating symptom/history based elements: If history was able to be obtained and symptom noted, choose ""Yes"" If history was able to be obtained and symptom is either denied or was not specifically noted, choose ""No"" If clinicians were unable to obtain any history about patient, choose ""unknown""",radio,Wheezing,"1, Yes | 0, No|9, Unknown",,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,symptoms,,
symptom_chestpain,baselinesymptoms,"Admission signs and symptoms. Obtain from ED note and admission H&P symptoms that are new or changed from baseline during this episode of illness. When evaluating symptom/history based elements: If history was able to be obtained and symptom noted, choose ""Yes"" If history was able to be obtained and symptom is either denied or was not specifically noted, choose ""No"" If clinicians were unable to obtain any history about patient, choose ""unknown""",radio,Chest pain,"1, Yes | 0, No|9, Unknown",,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,symptoms,,
symptom_myalgia,baselinesymptoms,"Admission signs and symptoms. Obtain from ED note and admission H&P symptoms that are new or changed from baseline during this episode of illness. When evaluating symptom/history based elements: If history was able to be obtained and symptom noted, choose ""Yes"" If history was able to be obtained and symptom is either denied or was not specifically noted, choose ""No"" If clinicians were unable to obtain any history about patient, choose ""unknown""",radio,Muscle aches (myalgia),"1, Yes | 0, No|9, Unknown",,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,symptoms,,
symptom_arthralgia,baselinesymptoms,"Admission signs and symptoms. Obtain from ED note and admission H&P symptoms that are new or changed from baseline during this episode of illness. When evaluating symptom/history based elements: If history was able to be obtained and symptom noted, choose ""Yes"" If history was able to be obtained and symptom is either denied or was not specifically noted, choose ""No"" If clinicians were unable to obtain any history about patient, choose ""unknown""",radio,Joint pain (arthralgia),"1, Yes | 0, No|9, Unknown",,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,symptoms,,
symptom_fatigue,baselinesymptoms,"Admission signs and symptoms. Obtain from ED note and admission H&P symptoms that are new or changed from baseline during this episode of illness. When evaluating symptom/history based elements: If history was able to be obtained and symptom noted, choose ""Yes"" If history was able to be obtained and symptom is either denied or was not specifically noted, choose ""No"" If clinicians were unable to obtain any history about patient, choose ""unknown""",radio,Fatigue/malaise,"1, Yes | 0, No|9, Unknown",,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,symptoms,,
symptom_dyspnea,baselinesymptoms,"Admission signs and symptoms. Obtain from ED note and admission H&P symptoms that are new or changed from baseline during this episode of illness. When evaluating symptom/history based elements: If history was able to be obtained and symptom noted, choose ""Yes"" If history was able to be obtained and symptom is either denied or was not specifically noted, choose ""No"" If clinicians were unable to obtain any history about patient, choose ""unknown""",radio,"Shortness of breath (dyspnea) at rest,  with exertion or lying flat (orthopnea)","1, Yes | 0, No|9, Unknown",,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,symptoms,,
symptom_edema,baselinesymptoms,"Admission signs and symptoms. Obtain from ED note and admission H&P symptoms that are new or changed from baseline during this episode of illness. When evaluating symptom/history based elements: If history was able to be obtained and symptom noted, choose ""Yes"" If history was able to be obtained and symptom is either denied or was not specifically noted, choose ""No"" If clinicians were unable to obtain any history about patient, choose ""unknown""",radio,Swelling (edema),"1, Yes | 0, No|9, Unknown",,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,symptoms,,
symptoms_nonamb,baselinesymptoms,"Admission signs and symptoms. Obtain from ED note and admission H&P symptoms that are new or changed from baseline during this episode of illness. When evaluating symptom/history based elements: If history was able to be obtained and symptom noted, choose ""Yes"" If history was able to be obtained and symptom is either denied or was not specifically noted, choose ""No"" If clinicians were unable to obtain any history about patient, choose ""unknown""",radio,Unable to walk,"1, Yes | 0, No|9, Unknown",,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,symptoms,,
symptom_headache,baselinesymptoms,"Admission signs and symptoms. Obtain from ED note and admission H&P symptoms that are new or changed from baseline during this episode of illness. When evaluating symptom/history based elements: If history was able to be obtained and symptom noted, choose ""Yes"" If history was able to be obtained and symptom is either denied or was not specifically noted, choose ""No"" If clinicians were unable to obtain any history about patient, choose ""unknown""",radio,Headache,"1, Yes | 0, No|9, Unknown",,,,,,(([enroll_coral] = '1' OR [enroll_coralreef]='1')),y,RH,,symptoms,,
