,Variable Name,Variable Description,Subcohort,Dataset,Dataset Description,Data Type,Mapped Instrument,Number Participants,Field Attributes
10796,mhp:summary:alltime:5pct:avghr,"Fitbit all time summary - Average Heart Rate (AllTime, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,122,"{'min': np.float64(50.0), 'max': np.float64(149.0), 'mean': np.float64(88.86)}"
10797,mhp:summary:weekly:numrecords:sleeplevelasleep,"Count of recorded weekly Fitbit values for participant for Sleep Level - Asleep (Weekly, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,86,"{'min': np.float64(1.0), 'max': np.float64(40.0), 'mean': np.float64(6.69)}"
10798,mhp:summary:alltime:mean:minstofallasleep,"Fitbit all time summary - Minutes To Fall Asleep (AllTime, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(0.0), 'max': np.float64(14.0), 'mean': np.float64(0.56)}"
10799,mhp:summary:weekly:mean:sleeplevellight,"Count of recorded weekly Fitbit values for participant for Sleep Level - Light (Weekly, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,97,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(11.6)}"
10800,mhp:summary:alltime:variance:hrv,"Fitbit all time summary - Heart Rate Variability (AllTime, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(3.0), 'max': np.float64(3739.0), 'mean': np.float64(325.94)}"
10801,mhp:summary:alltime:median:minsveryactive,"Fitbit all time summary - Minutes Very Active (AllTime, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(0.0), 'max': np.float64(75.0), 'mean': np.float64(9.18)}"
10802,mhp:summary:weekly:median:spo2min,"Count of recorded weekly Fitbit values for participant for SpO2 - Min (Weekly, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,98,"{'min': np.float64(1.0), 'max': np.float64(54.0), 'mean': np.float64(9.66)}"
10803,mhp:summary:weekly:median:restinghr,"Count of recorded weekly Fitbit values for participant for Resting Heart Rate (Weekly, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,108,"{'min': np.float64(1.0), 'max': np.float64(75.0), 'mean': np.float64(13.05)}"
10804,mhp:summary:weekly:variance:numawakenings,"Count of recorded weekly Fitbit values for participant for Number of Awakenings (Weekly, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,94,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(11.52)}"
10805,mhp:summary:alltime:mean:sleeplevelrem,"Fitbit all time summary - Sleep Level - REM (AllTime, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,97,"{'min': np.float64(26.0), 'max': np.float64(190.0), 'mean': np.float64(93.05)}"
10806,mhp:summary:weekly:numrecords:remsleepbrthrate,"Count of recorded weekly Fitbit values for participant for REM Sleep Breathing Rate (Weekly, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(10.8)}"
10807,mhp:summary:alltime:median:calories,"Fitbit all time summary - Calories (AllTime, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(1140.0), 'max': np.float64(4213.0), 'mean': np.float64(2174.55)}"
10808,mhp:summary:alltime:variance:sleeplevellight,"Fitbit all time summary - Sleep Level - Light (AllTime, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,91,"{'min': np.float64(25.0), 'max': np.float64(16819.0), 'mean': np.float64(3959.84)}"
10809,mhp:summary:alltime:5pct:minsafterwakeup,"Fitbit all time summary - Minutes After Wakeup (AllTime, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(0.0), 'max': np.float64(1.0), 'mean': np.float64(0.02)}"
10810,mhp:summary:weekly:variance:sleeplevellight,"Count of recorded weekly Fitbit values for participant for Sleep Level - Light (Weekly, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,90,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(11.27)}"
10811,mhp:summary:alltime:95pct:breathingrate,"Fitbit all time summary - Breathing Rate (AllTime, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,105,"{'min': np.float64(13.0), 'max': np.float64(26.0), 'mean': np.float64(18.02)}"
10812,mhp:summary:weekly:variance:minslightlyactive,"Count of recorded weekly Fitbit values for participant for Minutes Lightly Active (Weekly, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,109,"{'min': np.float64(1.0), 'max': np.float64(75.0), 'mean': np.float64(14.58)}"
10813,mhp:summary:weekly:5pct:sleeplevelwake,"Count of recorded weekly Fitbit values for participant for Sleep Level - Wake (Weekly, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,97,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(11.6)}"
10814,mhp:summary:alltime:median:tempskin,"Fitbit all time summary - TempSkin (AllTime, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,86,"{'min': np.float64(-5.0), 'max': np.float64(0.0), 'mean': np.float64(-0.08)}"
10815,mhp:summary:weekly:5pct:spo2min,"Count of recorded weekly Fitbit values for participant for SpO2 - Min (Weekly, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,98,"{'min': np.float64(1.0), 'max': np.float64(54.0), 'mean': np.float64(9.66)}"
10816,mhp:summary:weekly:5pct:sleeplevelawake,"Count of recorded weekly Fitbit values for participant for Sleep Level - Awake (Weekly, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,86,"{'min': np.float64(1.0), 'max': np.float64(40.0), 'mean': np.float64(6.69)}"
10817,mhp:summary:alltime:numrecords:timeinbed,"Fitbit all time summary - Time In Bed (AllTime, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(418.0), 'mean': np.float64(66.82)}"
10818,mhp:summary:weekly:numrecords:efficiency,"Count of recorded weekly Fitbit values for participant for Efficiency (Weekly, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(65.0), 'mean': np.float64(12.07)}"
10819,mhp:summary:alltime:median:breathingrate,"Fitbit all time summary - Breathing Rate (AllTime, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,105,"{'min': np.float64(10.0), 'max': np.float64(22.0), 'mean': np.float64(16.49)}"
10820,mhp:summary:alltime:numrecords:efficiency,"Fitbit all time summary - Efficiency (AllTime, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(418.0), 'mean': np.float64(66.82)}"
10821,mhp:summary:weekly:mean:minssedentary,"Count of recorded weekly Fitbit values for participant for Minutes Sedentary (Weekly, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(1.0), 'max': np.float64(77.0), 'mean': np.float64(15.06)}"
10822,mhp:summary:alltime:numrecords:sleeplevelrem,"Fitbit all time summary - Sleep Level - REM (AllTime, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,97,"{'min': np.float64(1.0), 'max': np.float64(414.0), 'mean': np.float64(56.71)}"
10823,mhp:summary:weekly:mean:minslightlyactive,"Count of recorded weekly Fitbit values for participant for Minutes Lightly Active (Weekly, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(1.0), 'max': np.float64(77.0), 'mean': np.float64(15.06)}"
10824,mhp:summary:alltime:variance:fullsleepbrthrate,"Fitbit all time summary - Full Sleep Breathing Rate (AllTime, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,78,"{'min': np.float64(0.0), 'max': np.float64(32.0), 'mean': np.float64(1.33)}"
10825,mhp:summary:weekly:mean:minstofallasleep,"Count of recorded weekly Fitbit values for participant for Minutes To Fall Asleep (Weekly, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(65.0), 'mean': np.float64(12.07)}"
10826,mhp:summary:alltime:95pct:minsawake,"Fitbit all time summary - Minutes Awake After Sleep Onset (WASO) (AllTime, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(5.0), 'max': np.float64(318.0), 'mean': np.float64(85.11)}"
10827,mhp:summary:alltime:5pct:midsleep,"Fitbit all time summary - MidSleep (AllTime, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(0.0), 'max': np.float64(18.0), 'mean': np.float64(3.18)}"
10828,mhp:summary:alltime:numrecords:sleeplevelrestless,"Fitbit all time summary - Sleep Level - Restless (AllTime, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,86,"{'min': np.float64(1.0), 'max': np.float64(86.0), 'mean': np.float64(12.95)}"
10829,mhp:summary:weekly:variance:steps,"Count of recorded weekly Fitbit values for participant for Steps (Weekly, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,134,"{'min': np.float64(1.0), 'max': np.float64(75.0), 'mean': np.float64(14.16)}"
10830,mhp:summary:weekly:median:minsawake,"Count of recorded weekly Fitbit values for participant for Minutes Awake After Sleep Onset (WASO) (Weekly, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(65.0), 'mean': np.float64(12.07)}"
10831,mhp:summary:alltime:mean:hrv,"Fitbit all time summary - Heart Rate Variability (AllTime, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,116,"{'min': np.float64(12.0), 'max': np.float64(101.0), 'mean': np.float64(46.48)}"
10832,mhp:summary:alltime:mean:deepsleepbrthrate,"Fitbit all time summary - Deep Sleep Breathing Rate (AllTime, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(13.0), 'max': np.float64(22.0), 'mean': np.float64(16.17)}"
10833,mhp:summary:alltime:5pct:breathingrate,"Fitbit all time summary - Breathing Rate (AllTime, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,105,"{'min': np.float64(8.0), 'max': np.float64(20.0), 'mean': np.float64(15.01)}"
10834,mhp:summary:alltime:95pct:sleepleveldeep,"Fitbit all time summary - Sleep Level - Deep (AllTime, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,97,"{'min': np.float64(40.0), 'max': np.float64(165.0), 'mean': np.float64(110.38)}"
10835,mhp:summary:weekly:variance:sleeplevelrem,"Count of recorded weekly Fitbit values for participant for Sleep Level - REM (Weekly, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,90,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(11.27)}"
10836,mhp:summary:weekly:95pct:minssedentary,"Count of recorded weekly Fitbit values for participant for Minutes Sedentary (Weekly, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(1.0), 'max': np.float64(77.0), 'mean': np.float64(15.06)}"
10837,mhp:summary:alltime:numrecords:fullsleepbrthrate,"Fitbit all time summary - Full Sleep Breathing Rate (AllTime, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(1.0), 'max': np.float64(408.0), 'mean': np.float64(38.91)}"
10838,mhp:summary:weekly:median:sleeplevelawake,"Count of recorded weekly Fitbit values for participant for Sleep Level - Awake (Weekly, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,86,"{'min': np.float64(1.0), 'max': np.float64(40.0), 'mean': np.float64(6.69)}"
10839,mhp:summary:weekly:95pct:spo2min,"Count of recorded weekly Fitbit values for participant for SpO2 - Min (Weekly, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,98,"{'min': np.float64(1.0), 'max': np.float64(54.0), 'mean': np.float64(9.66)}"
10840,mhp:summary:weekly:numrecords:minstofallasleep,"Count of recorded weekly Fitbit values for participant for Minutes To Fall Asleep (Weekly, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(65.0), 'mean': np.float64(12.07)}"
10841,mhp:summary:alltime:5pct:minsasleep,"Fitbit all time summary - Minutes Asleep (AllTime, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(22.0), 'max': np.float64(623.0), 'mean': np.float64(182.46)}"
10842,mhp:summary:alltime:5pct:efficiency,"Fitbit all time summary - Efficiency (AllTime, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(26.0), 'max': np.float64(100.0), 'mean': np.float64(85.51)}"
10843,mhp:summary:alltime:variance:deepsleepbrthrate,"Fitbit all time summary - Deep Sleep Breathing Rate (AllTime, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,78,"{'min': np.float64(0.0), 'max': np.float64(63.0), 'mean': np.float64(2.5)}"
10844,mhp:summary:alltime:95pct:midsleep,Fitbit all time summary - NA,Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(3.0), 'max': np.float64(24.0), 'mean': np.float64(8.75)}"
10845,mhp:summary:alltime:numrecords:sleeplevelasleep,"Fitbit all time summary - Sleep Level - Asleep (AllTime, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,86,"{'min': np.float64(1.0), 'max': np.float64(86.0), 'mean': np.float64(12.95)}"
10846,mhp:summary:weekly:95pct:minsfairlyactive,"Count of recorded weekly Fitbit values for participant for Minutes Fairly Active (Weekly, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(1.0), 'max': np.float64(77.0), 'mean': np.float64(15.06)}"
10847,mhp:summary:alltime:median:lightsleepbrthrate,"Fitbit all time summary - Light Sleep Breathing Rate (AllTime, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(11.0), 'max': np.float64(21.0), 'mean': np.float64(15.43)}"
10848,mhp:summary:alltime:median:sleeplevelasleep,"Fitbit all time summary - Sleep Level - Asleep (AllTime, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,86,"{'min': np.float64(60.0), 'max': np.float64(593.0), 'mean': np.float64(188.71)}"
10849,mhp:summary:alltime:variance:steps,"Fitbit all time summary - Steps (AllTime, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,136,"{'min': np.float64(85.0), 'max': np.float64(89423004.0), 'mean': np.float64(16759319.28)}"
10850,mhp:summary:weekly:variance:spo2min,"Count of recorded weekly Fitbit values for participant for SpO2 - Min (Weekly, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(1.0), 'max': np.float64(46.0), 'mean': np.float64(9.66)}"
10851,mhp:summary:weekly:median:minstofallasleep,"Count of recorded weekly Fitbit values for participant for Minutes To Fall Asleep (Weekly, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(65.0), 'mean': np.float64(12.07)}"
10852,mhp:summary:alltime:median:deepsleepbrthrate,"Fitbit all time summary - Deep Sleep Breathing Rate (AllTime, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(12.0), 'max': np.float64(22.0), 'mean': np.float64(16.17)}"
10853,mhp:summary:alltime:95pct:numepisodes,"Fitbit all time summary - Number of Episodes (AllTime, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(3.0), 'mean': np.float64(1.84)}"
10854,mhp:summary:alltime:mean:sleeplevellight,"Fitbit all time summary - Sleep Level - Light (AllTime, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,97,"{'min': np.float64(126.0), 'max': np.float64(374.0), 'mean': np.float64(243.86)}"
10855,mhp:summary:weekly:5pct:spo2max,"Count of recorded weekly Fitbit values for participant for SpO2 - Max (Weekly, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,98,"{'min': np.float64(1.0), 'max': np.float64(54.0), 'mean': np.float64(9.66)}"
10856,mhp:summary:alltime:mean:numepisodes,"Fitbit all time summary - NumEpisodes (AllTime, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(2.0), 'mean': np.float64(1.08)}"
10857,mhp:summary:alltime:5pct:spo2max,"Fitbit all time summary - SpO2 - Max (AllTime, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,98,"{'min': np.float64(93.0), 'max': np.float64(100.0), 'mean': np.float64(96.63)}"
10858,mhp:summary:weekly:numrecords:fullsleepbrthrate,"Count of recorded weekly Fitbit values for participant for Full Sleep Breathing Rate (Weekly, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(10.83)}"
10859,mhp:summary:weekly:median:lightsleepbrthrate,"Count of recorded weekly Fitbit values for participant for Light Sleep Breathing Rate (Weekly, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(10.83)}"
10860,mhp:summary:alltime:variance:minsafterwakeup,"Fitbit all time summary - Minutes After Wakeup (AllTime, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,95,"{'min': np.float64(0.0), 'max': np.float64(293.0), 'mean': np.float64(15.41)}"
10861,mhp:summary:weekly:95pct:sleeplevelrem,"Count of recorded weekly Fitbit values for participant for Sleep Level - REM (Weekly, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,97,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(11.6)}"
10862,mhp:summary:weekly:median:sleeplevelwake,"Count of recorded weekly Fitbit values for participant for Sleep Level - Wake (Weekly, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,97,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(11.6)}"
10863,mhp:summary:alltime:variance:calories,"Fitbit all time summary - Calories (AllTime, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,109,"{'min': np.float64(2.0), 'max': np.float64(1731661.0), 'mean': np.float64(231017.64)}"
10864,mhp:summary:alltime:numrecords:numawakenings,"Fitbit all time summary - Number of Awakenings (AllTime, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(416.0), 'mean': np.float64(60.66)}"
10865,mhp:summary:alltime:mean:fullsleepbrthrate,"Fitbit all time summary - Full Sleep Breathing Rate (AllTime, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(13.0), 'max': np.float64(22.0), 'mean': np.float64(16.08)}"
10866,mhp:summary:weekly:numrecords:minssedentary,"Count of recorded weekly Fitbit values for participant for Minutes Sedentary (Weekly, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(1.0), 'max': np.float64(77.0), 'mean': np.float64(15.06)}"
10867,mhp:summary:weekly:5pct:deepsleepbrthrate,"Count of recorded weekly Fitbit values for participant for Deep Sleep Breathing Rate (Weekly, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(10.83)}"
10868,mhp:summary:weekly:numrecords:minsawake,"Count of recorded weekly Fitbit values for participant for Minutes Awake After Sleep Onset (WASO) (Weekly, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(65.0), 'mean': np.float64(12.07)}"
10869,mhp:summary:weekly:variance:sleeplevelrestless,"Count of recorded weekly Fitbit values for participant for Sleep Level - Restless (Weekly, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,64,"{'min': np.float64(1.0), 'max': np.float64(21.0), 'mean': np.float64(4.3)}"
10870,mhp:summary:alltime:95pct:minsasleep,"Fitbit all time summary - Minutes Asleep (AllTime, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(205.0), 'max': np.float64(705.0), 'mean': np.float64(525.77)}"
10871,mhp:summary:weekly:5pct:lightsleepbrthrate,"Count of recorded weekly Fitbit values for participant for Light Sleep Breathing Rate (Weekly, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,87,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(10.83)}"
10872,mhp:summary:weekly:numrecords:avghr,"Count of recorded weekly Fitbit values for participant for Average Heart Rate (Weekly, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,122,"{'min': np.float64(1.0), 'max': np.float64(63.0), 'mean': np.float64(11.07)}"
10873,mhp:summary:weekly:median:sleeplevellight,"Count of recorded weekly Fitbit values for participant for Sleep Level - Light (Weekly, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,97,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(11.6)}"
10874,mhp:summary:alltime:mean:spo2avg,"Fitbit all time summary - SpO2 - Average (AllTime, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(93.0), 'max': np.float64(98.0), 'mean': np.float64(95.83)}"
10875,mhp:summary:weekly:95pct:efficiency,"Count of recorded weekly Fitbit values for participant for Efficiency (Weekly, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(65.0), 'mean': np.float64(12.07)}"
10876,mhp:summary:weekly:mean:sleeplevelawake,"Count of recorded weekly Fitbit values for participant for Sleep Level - Awake (Weekly, Mean)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,86,"{'min': np.float64(1.0), 'max': np.float64(40.0), 'mean': np.float64(6.69)}"
10877,mhp:summary:alltime:5pct:sleeplevelwake,"Fitbit all time summary - Sleep Level - Wake (AllTime, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,97,"{'min': np.float64(15.0), 'max': np.float64(111.0), 'mean': np.float64(37.29)}"
10878,mhp:summary:weekly:5pct:numepisodes,"Count of recorded weekly Fitbit values for participant for Number of Episodes (Weekly, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(65.0), 'mean': np.float64(12.07)}"
10879,mhp:summary:alltime:median:spo2min,"Fitbit all time summary - SpO2 - Min (AllTime, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,98,"{'min': np.float64(90.0), 'max': np.float64(97.0), 'mean': np.float64(93.14)}"
10880,mhp:summary:alltime:95pct:minslightlyactive,"Fitbit all time summary - Minutes Lightly Active (AllTime, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,110,"{'min': np.float64(1.0), 'max': np.float64(607.0), 'mean': np.float64(287.21)}"
10881,mhp:summary:weekly:numrecords:sleepleveldeep,"Count of recorded weekly Fitbit values for participant for Sleep Level - Deep (Weekly, NumRecords)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,97,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(11.6)}"
10882,mhp:summary:weekly:5pct:numawakenings,Count of recorded weekly Fitbit values for participant for NA,Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(65.0), 'mean': np.float64(12.07)}"
10883,mhp:summary:alltime:median:hrv,"Fitbit all time summary - Heart Rate Variability (AllTime, Median)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,116,"{'min': np.float64(12.0), 'max': np.float64(106.0), 'mean': np.float64(45.22)}"
10884,mhp:summary:weekly:5pct:breathingrate,"Count of recorded weekly Fitbit values for participant for Breathing Rate (Weekly, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,105,"{'min': np.float64(1.0), 'max': np.float64(62.0), 'mean': np.float64(11.48)}"
10885,mhp:summary:weekly:variance:sleependtime,"Count of recorded weekly Fitbit values for participant for Sleep End Time (Weekly, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(65.0), 'mean': np.float64(12.07)}"
10886,mhp:summary:weekly:5pct:minsafterwakeup,"Count of recorded weekly Fitbit values for participant for Minutes After Wakeup (Weekly, 5pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,99,"{'min': np.float64(1.0), 'max': np.float64(65.0), 'mean': np.float64(12.07)}"
10887,mhp:summary:alltime:95pct:sleeplevelrem,"Fitbit all time summary - Sleep Level - REM (AllTime, 95pct)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,97,"{'min': np.float64(26.0), 'max': np.float64(190.0), 'mean': np.float64(134.91)}"
10888,mhp:summary:alltime:variance:numawakenings,"Fitbit all time summary - Number of Awakenings (AllTime, Variance)",Pediatric,Pediatric Fitbit,RECOVER Pediatric Cohort Fitbit,continuous,,95,"{'min': np.float64(1.0), 'max': np.float64(2470.0), 'mean': np.float64(167.4)}"
