,Variable Name,Variable Description,Subcohort,Dataset,Dataset Description,Data Type,Mapped Instrument,Number Participants,Field Attributes
3089,sdoh_finassorg,sdoh_finassorg from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1475,"{'Applied and waiting to receive': 5, 'Did not try to get help': 1419, 'Received': 37, 'Tried but was not able to get the help': 14}"
3090,sdoh_finassoth,sdoh_finassoth from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1470,"{'Applied and waiting to receive': 4, 'Did not try to get help': 1439, 'Received': 19, 'Tried but was not able to get the help': 8}"
3091,sdoh_finasspantry,sdoh_finasspantry from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1477,"{'Applied and waiting to receive': 4, 'Did not try to get help': 1395, 'Received': 72, 'Tried but was not able to get the help': 6}"
3092,sdoh_finassppp,sdoh_finassppp from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1472,"{'Applied and waiting to receive': 2, 'Did not try to get help': 1464, 'Received': 4, 'Tried but was not able to get the help': 2}"
3093,sdoh_finasssnap,sdoh_finasssnap from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1471,"{'Applied and waiting to receive': 22, 'Did not try to get help': 1080, 'Received': 272, 'Tried but was not able to get the help': 97}"
3094,sdoh_finassss,sdoh_finassss from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1473,"{'Applied and waiting to receive': 7, 'Did not try to get help': 1421, 'Received': 28, 'Tried but was not able to get the help': 17}"
3095,sdoh_finasssuppss,sdoh_finasssuppss from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1468,"{'Applied and waiting to receive': 2, 'Did not try to get help': 1445, 'Received': 10, 'Tried but was not able to get the help': 11}"
3096,sdoh_finasstanf,sdoh_finasstanf from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1474,"{'Applied and waiting to receive': 11, 'Did not try to get help': 1392, 'Received': 35, 'Tried but was not able to get the help': 36}"
3097,sdoh_finassunemployment,sdoh_finassunemployment from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1474,"{'Applied and waiting to receive': 10, 'Did not try to get help': 1413, 'Received': 25, 'Tried but was not able to get the help': 26}"
3098,sdoh_finassunion,sdoh_finassunion from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1475,"{'Applied and waiting to receive': 1, 'Did not try to get help': 1460, 'Received': 10, 'Tried but was not able to get the help': 4}"
3099,sdoh_finasswic,sdoh_finasswic from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1474,"{'Applied and waiting to receive': 15, 'Did not try to get help': 1065, 'Received': 364, 'Tried but was not able to get the help': 30}"
3100,sdoh_fmcbully,sdoh_fmcbully from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1477,"{'I do not want to answer': 31, 'No': 1398, 'Yes': 48}"
3101,sdoh_fmcdepress,sdoh_fmcdepress from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1476,"{'I do not want to answer': 23, 'No': 1193, 'Yes': 260}"
3102,sdoh_fmcdivorce,sdoh_fmcdivorce from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1477,"{'I do not want to answer': 15, 'No': 1397, 'Yes': 65}"
3103,sdoh_fmcdrugs,sdoh_fmcdrugs from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1477,"{'I do not want to answer': 20, 'No': 1416, 'Yes': 41}"
3104,sdoh_fmcjail,sdoh_fmcjail from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1475,"{'I do not want to answer': 16, 'No': 1436, 'Yes': 23}"
3105,sdoh_fmcviolence,sdoh_fmcviolence from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1476,"{'I do not want to answer': 20, 'No': 1400, 'Yes': 56}"
3106,sdoh_fmcwarm,sdoh_fmcwarm from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1475,"{'I do not want to answer': 22, 'No': 23, 'Yes': 1430}"
3107,sdoh_food,sdoh_food from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1481,"{'No, not a problem': 1372, 'Yes, a big problem': 11, 'Yes, a small problem': 98}"
3108,sdoh_food6mo,sdoh_food6mo from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,109,"{'No': 30, 'Yes': 79}"
3109,sdoh_formconf,sdoh_formconf from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,1480,"{'A little bit': 15, 'Extremely': 1193, 'Not at all': 39, 'Quite a bit': 197, 'Somewhat': 36}"
3110,sdohfu_colldt,sdohfu_colldt from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,Date
3111,sdohfu_colldt,sdohfu_colldt from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,575,Date
3112,sdohfu_reachdoc,sdohfu_reachdoc from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,"{'3': 0, '5 - Completely true': 1}"
3113,sdohfu_colldt,sdohfu_colldt from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,283,Date
3114,sdoh_water6mo,sdoh_water6mo from form child_social_determinants_of_health and visit enrollment from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health,child_social_determinants_of_health (enrollment),categorical,Child Social Determinants Of Health,15,"{'No': 2, 'Yes': 13}"
3115,sdohfu_colldt,sdohfu_colldt from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,147,Date
3116,sdohfu_colldt,sdohfu_colldt from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,Date
3117,sdohfu_computer,sdohfu_computer from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,{'5 - Completely true': 2}
3118,sdohfu_computer,sdohfu_computer from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,571,"{'1 - Not at all true': 17, '2': 0, '3': 0, '4': 0, '5 - Completely true': 526}"
3119,sdohfu_computer,sdohfu_computer from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,281,"{'1 - Not at all true': 10, '2': 0, '3': 0, '4': 0, '5 - Completely true': 252}"
3120,sdohfu_computer,sdohfu_computer from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,145,"{'1 - Not at all true': 3, '3': 0, '4': 0, '5 - Completely true': 133}"
3121,sdohfu_computer,sdohfu_computer from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{'1 - Not at all true': 1, '3': 0, '5 - Completely true': 33}"
3122,sdohfu_insurance,sdohfu_insurance from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,1,{'Insurance through a current or former employer or union (someone you worked or work for or a group that protects the rights of workers)': 1}
3123,sdohfu_insurance,sdohfu_insurance from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,575,"{'Insurance through a current or former employer or union (someone you worked or work for or a group that protects the rights of workers)': 381, 'Medicaid, Medical Assistance, or any kind of government assistance plan for those with low incomes or disability or state-provided health insurance for children': 103, 'Insurance purchased directly from an insurance company (by you or another family member)': 66, 'TRICARE or other military health care': 12, '[sname] does not have health insurance, self-pay': 5, 'I do not want to answer': 4}"
3124,sdohfu_insurance,sdohfu_insurance from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,282,"{'Insurance through a current or former employer or union (someone you worked or work for or a group that protects the rights of workers)': 160, 'Medicaid, Medical Assistance, or any kind of government assistance plan for those with low incomes or disability or state-provided health insurance for children': 76, 'Insurance purchased directly from an insurance company (by you or another family member)': 41, 'TRICARE or other military health care': 3, 'I do not want to answer': 1, 'Indian Health Service': 1}"
3125,sdohfu_insurance,sdohfu_insurance from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,146,"{'Insurance through a current or former employer or union (someone you worked or work for or a group that protects the rights of workers)': 85, 'Medicaid, Medical Assistance, or any kind of government assistance plan for those with low incomes or disability or state-provided health insurance for children': 40, 'Insurance purchased directly from an insurance company (by you or another family member)': 17, '[sname] does not have health insurance, self-pay': 2, 'Indian Health Service': 1, 'TRICARE or other military health care': 1}"
3126,sdohfu_insurance,sdohfu_insurance from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{'I do not want to answer': 1, 'Insurance purchased directly from an insurance company (by you or another family member)': 4, 'Insurance through a current or former employer or union (someone you worked or work for or a group that protects the rights of workers)': 19, 'Medicaid, Medical Assistance, or any kind of government assistance plan for those with low incomes or disability or state-provided health insurance for children': 10, 'TRICARE or other military health care': 1}"
3127,sdohfu_limitwifi,sdohfu_limitwifi from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,{'1 - Not at all true': 2}
3128,sdohfu_limitwifi,sdohfu_limitwifi from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,573,"{'1 - Not at all true': 472, '2': 0, '3': 0, '4': 0, '5 - Completely true': 71}"
3129,sdohfu_limitwifi,sdohfu_limitwifi from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,283,"{'1 - Not at all true': 234, '2': 0, '3': 0, '4': 0, '5 - Completely true': 31}"
3130,sdohfu_limitwifi,sdohfu_limitwifi from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,146,"{'1 - Not at all true': 116, '2': 0, '3': 0, '4': 0, '5 - Completely true': 16}"
3131,sdohfu_limitwifi,sdohfu_limitwifi from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{'1 - Not at all true': 29, '2': 0, '5 - Completely true': 5}"
3132,sdohfu_lostinsurance,sdohfu_lostinsurance from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,1,{'No': 1}
3133,sdohfu_lostinsurance,sdohfu_lostinsurance from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,572,"{'I do not want to answer': 3, ""I don't know"": 6, 'No': 545, 'Yes': 18}"
3134,sdohfu_lostinsurance,sdohfu_lostinsurance from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,282,"{'I do not want to answer': 1, 'No': 272, 'Yes': 9}"
3135,sdohfu_lostinsurance,sdohfu_lostinsurance from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,143,"{'No': 139, 'Yes': 4}"
3136,sdohfu_lostinsurance,sdohfu_lostinsurance from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{""I don't know"": 1, 'No': 34}"
3137,sdohfu_medsupp,sdohfu_medsupp from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,{'5 - Completely true': 2}
3138,sdohfu_medsupp,sdohfu_medsupp from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,572,"{'1 - Not at all true': 1, '2': 0, '3': 0, '4': 0, '5 - Completely true': 541}"
3139,sdohfu_medsupp,sdohfu_medsupp from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,281,"{'3': 0, '4': 0, '5 - Completely true': 269}"
3140,sdohfu_medsupp,sdohfu_medsupp from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,146,"{'1 - Not at all true': 1, '3': 0, '4': 0, '5 - Completely true': 135}"
3141,sdohfu_medsupp,sdohfu_medsupp from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{'3': 0, '4': 0, '5 - Completely true': 32}"
3142,sdohfu_needsmet,sdohfu_needsmet from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,{'5 - Completely true': 2}
3143,sdohfu_needsmet,sdohfu_needsmet from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,573,"{'1 - Not at all true': 1, '2': 0, '3': 0, '4': 0, '5 - Completely true': 534}"
3144,sdohfu_needsmet,sdohfu_needsmet from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,279,"{'3': 0, '4': 0, '5 - Completely true': 267}"
3145,sdohfu_needsmet,sdohfu_needsmet from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,146,"{'3': 0, '4': 0, '5 - Completely true': 134}"
3146,sdohfu_needsmet,sdohfu_needsmet from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,34,"{'2': 0, '4': 0, '5 - Completely true': 32}"
3147,sdohfu_reachdoc,sdohfu_reachdoc from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,573,"{'1 - Not at all true': 3, '2': 0, '3': 0, '4': 0, '5 - Completely true': 524}"
3148,sdohfu_reachdoc,sdohfu_reachdoc from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,283,"{'2': 0, '3': 0, '4': 0, '5 - Completely true': 262}"
3149,sdohfu_reachdoc,sdohfu_reachdoc from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,146,"{'1 - Not at all true': 3, '3': 0, '4': 0, '5 - Completely true': 128}"
3150,sdohfu_reachdoc,sdohfu_reachdoc from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{'2': 0, '3': 0, '4': 0, '5 - Completely true': 29}"
3151,sdohfu_safe10p,sdohfu_safe10p from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,"{'Always': 1, 'Sometimes': 1}"
3152,sdohfu_safe10p,sdohfu_safe10p from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,574,"{'Always': 7, 'Never': 363, 'Often': 26, 'Rarely': 94, 'Sometimes': 84}"
3153,sdohfu_safe10p,sdohfu_safe10p from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,283,"{'Always': 10, 'Never': 187, 'Often': 12, 'Rarely': 40, 'Sometimes': 34}"
3154,sdohfu_safe10p,sdohfu_safe10p from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,144,"{'Always': 3, 'Never': 99, 'Often': 6, 'Rarely': 20, 'Sometimes': 16}"
3155,sdohfu_safe10p,sdohfu_safe10p from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{'Always': 2, 'Never': 24, 'Often': 3, 'Rarely': 1, 'Sometimes': 5}"
3156,sdohfu_safebusp,sdohfu_safebusp from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,"{'Always': 1, 'Never': 1}"
3157,sdohfu_safebusp,sdohfu_safebusp from form child_social_determinants_of_health_followup and visit 18month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (18month),categorical,Child Social Determinants Of Health Followup,574,"{'Always': 112, 'Never': 373, 'Often': 16, 'Rarely': 43, 'Sometimes': 30}"
3158,sdohfu_safebusp,sdohfu_safebusp from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,282,"{'Always': 57, 'Never': 189, 'Often': 11, 'Rarely': 17, 'Sometimes': 8}"
3159,sdohfu_safebusp,sdohfu_safebusp from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,147,"{'Always': 25, 'Never': 101, 'Often': 5, 'Rarely': 8, 'Sometimes': 8}"
3160,sdohfu_safebusp,sdohfu_safebusp from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{'Always': 4, 'Never': 27, 'Often': 3, 'Rarely': 1}"
3161,stimqi_teachbody,stimqi_teachbody from form covid_health_consequences and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,covid_health_consequences,covid_health_consequences (12month),categorical,COVID Health Consequences,2,"{'Never': 1, 'Sometimes': 1}"
3162,sdohfu_safemaskinp,sdohfu_safemaskinp from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,81,"{'Always': 1, 'Never': 71, 'Rarely': 5, 'Sometimes': 4}"
3163,sdohfu_safemaskinp,sdohfu_safemaskinp from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,147,"{'Always': 1, 'Never': 120, 'Often': 2, 'Rarely': 17, 'Sometimes': 7}"
3164,sdohfu_safemaskinp,sdohfu_safemaskinp from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{'Never': 28, 'Often': 1, 'Rarely': 5, 'Sometimes': 1}"
3165,sdohfu_safemaskoutp,sdohfu_safemaskoutp from form child_social_determinants_of_health_followup and visit 24month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (24month),categorical,Child Social Determinants Of Health Followup,81,"{'Always': 1, 'Never': 72, 'Rarely': 4, 'Sometimes': 4}"
3166,sdohfu_safemaskoutp,sdohfu_safemaskoutp from form child_social_determinants_of_health_followup and visit 36month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (36month),categorical,Child Social Determinants Of Health Followup,147,"{'Never': 130, 'Often': 4, 'Rarely': 8, 'Sometimes': 5}"
3167,sdohfu_safemaskoutp,sdohfu_safemaskoutp from form child_social_determinants_of_health_followup and visit 48month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (48month),categorical,Child Social Determinants Of Health Followup,35,"{'Never': 29, 'Rarely': 5, 'Sometimes': 1}"
3168,sdohfu_safeplayp,sdohfu_safeplayp from form child_social_determinants_of_health_followup and visit 12month from pediatric congenital cohort answerdata.tsv.,Pediatric Congenital,child_social_determinants_of_health_followup,child_social_determinants_of_health_followup (12month),categorical,Child Social Determinants Of Health Followup,2,{'Sometimes': 2}
