variable_id,variable_label_from_data_file,label,derived_var_label,desc,form,form_id
safe_aki,,Did the patient have stage II or greater acute kidney injury by KDIGO Criteria between randomization and day 29?Defined as any of the following:Creatinine 2.0-2.9 times baselineIncrease in serum creatinine above 4.0 mg/dlUrine output less than 0.5 ml/kg/h,,,Safety Outcomes,safety_outcomes
safe_akidt,,Day of first meeting criteria for stage II AKI,,,Safety Outcomes,safety_outcomes
safe_anemia,,Did the patient experience hemoglobin < 12.0 g/dL between randomization and day 29?,,,Safety Outcomes,safety_outcomes
safe_anemiadt,,What was the first day on which the patient experienced anemia?,,,Safety Outcomes,safety_outcomes
safe_astalt,,Did the patient have an aspartate aminotransferase or alanine aminotransferase elevated to at least twice the local upper limit of normal between randomization and day 29?,,,Safety Outcomes,safety_outcomes
safe_astaltdt,,Day of first elevation of AST or ALT at least twice the local upper limit of normal,,,Safety Outcomes,safety_outcomes
safe_atach,,Did the patient experience atrial tachyarrhythmia between randomization and day 29?,,,Safety Outcomes,safety_outcomes
safe_atachdt,,Day of first atrial tachyarrhythmia,,,Safety Outcomes,safety_outcomes
safe_ca,,Did the patient experience cardiac arrest between randomization and day 29?,,,Safety Outcomes,safety_outcomes
safe_cadt,,Day of first cardiac arrest,,,Safety Outcomes,safety_outcomes
safe_caspec,,"Provide a summary of the clinical situation leading to cardiac arrest and the outcome of the cardiac arrest.  Use only deidentified information (i.e. do not provide medical record number or date of birth, and provide study days instead of exact dates).",,,Safety Outcomes,safety_outcomes
safe_derm,,Did the patient experience a severe dermatologic reaction between randomization and day 29?,,,Safety Outcomes,safety_outcomes
safe_dermdt,,Day dermatologic reaction was first noted?,,,Safety Outcomes,safety_outcomes
safe_hypogly,,Did the patient experience symptomatic hypoglycemia between randomization and day 29?,,,Safety Outcomes,safety_outcomes
safe_hypoglydt,,Day of first hypoglycemic episode,,,Safety Outcomes,safety_outcomes
safe_lympho,,Did the patient experience absolute lymphocyte count < 1000 (cells/mm3) between randomization and day 29?,,,Safety Outcomes,safety_outcomes
safe_lymphodt,,What was the first day on which the patient experienced lymphocytopenia?,,,Safety Outcomes,safety_outcomes
safe_neutrop,,Did the patient experience absolute neutrophil count < 1000 (cells/mm3) between randomization and day 29?,,,Safety Outcomes,safety_outcomes
safe_neutropdt,,What was the first day on which the patient experienced neutropenia?,,,Safety Outcomes,safety_outcomes
safe_pancr,,Did the patient have acute pancreatitis (defined by a clinically obtained lipase level above the local upper limit of normal) between randomization and day 29?,,,Safety Outcomes,safety_outcomes
safe_pancrdt,,Day of first meeting criteria for acute pancreatitis,,,Safety Outcomes,safety_outcomes
safe_rrtnew,,Did the patient receive new renal replacement therapy between randomization and day 29?,,,Safety Outcomes,safety_outcomes
safe_rrtnewdt,,Day of first receiving RRT,,,Safety Outcomes,safety_outcomes
safe_seizure,,Did the patient experience seizures between randomization and day 29?,,,Safety Outcomes,safety_outcomes
safe_seizuredt,,Day of first seizure,,,Safety Outcomes,safety_outcomes
safe_thombo,,Did the patient experience a platelet count < 50 (cell/mm3; in thousands) between randomization and day 29?,,,Safety Outcomes,safety_outcomes
safe_thombodt,,What was the first day on which the patient experienced thombocytopenia?,,,Safety Outcomes,safety_outcomes
safe_vtach,,Did the patient experience ventricular tachyarrhythmia between randomization and day 29?,,,Safety Outcomes,safety_outcomes
safe_vtachdt,,Day of first ventricular tachyarrhythmia,,,Safety Outcomes,safety_outcomes
safe_vtachspec,,"Provide a summary of the type of ventricular tachycardia (e.g. specific mention of monomorphic or polymorphic ventricular tachycardia or torsades de points in the record), the outcome of event (e.g. did the event require chemical or electrical cardioversio",,,Safety Outcomes,safety_outcomes
scr_m,,,,Month of Screening ,Eligibility Criteria,eligibility_criteria
scr_y,,,,Year of Screening,Eligibility Criteria,eligibility_criteria
site_abbrev,,,,,Form Unknown,form_unknown
sofa_bilih_1,,"Highest bilirubin, mg/dL",,,Demographics and Enrollment,demographics_and_enrollment
sofa_bilih_3,,"Highest bilirubin, mg/dL",,,Day 3 Assessment,day_3_assessment
sofa_creath_1,,"Highest creatinine, mg/dL",,,Demographics and Enrollment,demographics_and_enrollment
sofa_creath_3,,"Highest creatinine, mg/dL",,,Day 3 Assessment,day_3_assessment
sofa_dobut_1,,Dobutamine dose: (mcg/kg/min),,,Demographics and Enrollment,demographics_and_enrollment
sofa_dobut_3,,Dobutamine dose: (mcg/kg/min),,,Day 3 Assessment,day_3_assessment
sofa_dopa_1,,Dopamine dose: (mcg/kg/min),,,Demographics and Enrollment,demographics_and_enrollment
sofa_dopa_3,,Dopamine dose: (mcg/kg/min),,,Day 3 Assessment,day_3_assessment
sofa_epi_1,,Epinephrine dose: (mcg/kg/min),,,Demographics and Enrollment,demographics_and_enrollment
sofa_epi_3,,Epinephrine dose: (mcg/kg/min),,,Day 3 Assessment,day_3_assessment
sofa_gcs_1,,Lowest Glasgow Coma Scale score,,,Demographics and Enrollment,demographics_and_enrollment
sofa_gcs_3,,Lowest Glasgow Coma Scale score,,,Day 3 Assessment,day_3_assessment
sofa_inrh_1,,Highest international normalized ratio (INR),,,Demographics and Enrollment,demographics_and_enrollment
sofa_inrh_3,,Highest international normalized ratio (INR),,,Day 3 Assessment,day_3_assessment
sofa_mapl_1,,"Lowest mean arterial pressure, mmHg",,,Demographics and Enrollment,demographics_and_enrollment
sofa_mapl_3,,"Lowest mean arterial pressure, mmHg",,,Day 3 Assessment,day_3_assessment
sofa_neosyn_1,,Neosynephrine dose: (mcg/kg/min),,,Demographics and Enrollment,demographics_and_enrollment
sofa_neosyn_3,,Neosynephrine dose: (mcg/kg/min),,,Day 3 Assessment,day_3_assessment
sofa_norepi_1,,Norepinephrine dose: (mcg/kg/min),,,Demographics and Enrollment,demographics_and_enrollment
sofa_norepi_3,,Norepinephrine dose: (mcg/kg/min),,,Day 3 Assessment,day_3_assessment
sofa_pao2l_1,,Lowest PaO2,,,Demographics and Enrollment,demographics_and_enrollment
sofa_pao2l_3,,Lowest PaO2,,,Day 3 Assessment,day_3_assessment
sofa_pao2lfio2_1,,"Value for FiO2 at the time of lowest PaO2For patients on nasal cannula, use estimation that FIO2 = 0.21 + 0.03*(LPM of NC O2)",,,Demographics and Enrollment,demographics_and_enrollment
sofa_pao2lfio2_3,,"Value for FiO2 at the time of lowest PaO2For patients on nasal cannula, use estimation that FIO2 = 0.21 + 0.03*(LPM of NC O2)",,,Day 3 Assessment,day_3_assessment
sofa_platl_1,,"Lowest platelet count, per mm3 (in thousands)",,,Demographics and Enrollment,demographics_and_enrollment
sofa_platl_3,,"Lowest platelet count, per mm3 (in thousands)",,,Day 3 Assessment,day_3_assessment
sofa_spo2l_1,,Lowest SpO2,,,Demographics and Enrollment,demographics_and_enrollment
sofa_spo2l_3,,Lowest SpO2,,,Day 3 Assessment,day_3_assessment
sofa_spo2lfio2_1,,"Value for FiO2 at the time of lowest SpO2For patients on nasal cannula, use estimation that FIO2 = 0.21 + 0.03*(LPM of NC O2)",,,Demographics and Enrollment,demographics_and_enrollment
sofa_spo2lfio2_3,,"Value for FiO2 at the time of lowest SpO2For patients on nasal cannula, use estimation that FIO2 = 0.21 + 0.03*(LPM of NC O2)",,,Day 3 Assessment,day_3_assessment
sofa_uout_1,,Urine output (estimated),,,Demographics and Enrollment,demographics_and_enrollment
sofa_uout_3,,Urine output (estimated),,,Day 3 Assessment,day_3_assessment
sofa_vaso_1___dobut,,Which vasopressors did the patient receive in the last 24 hours? (choice=Dobutamine),,,Demographics and Enrollment,demographics_and_enrollment
sofa_vaso_1___dopa,,Which vasopressors did the patient receive in the last 24 hours? (choice=Dopamine),,,Demographics and Enrollment,demographics_and_enrollment
sofa_vaso_1___epi,,Which vasopressors did the patient receive in the last 24 hours? (choice=Epinephrine),,,Demographics and Enrollment,demographics_and_enrollment
sofa_vaso_1___neosyn,,Which vasopressors did the patient receive in the last 24 hours? (choice=Neosynephrine),,,Demographics and Enrollment,demographics_and_enrollment
sofa_vaso_1___norepi,,Which vasopressors did the patient receive in the last 24 hours? (choice=Norepinephrine),,,Demographics and Enrollment,demographics_and_enrollment
sofa_vaso_1___vasop,,Which vasopressors did the patient receive in the last 24 hours? (choice=Vasopressin),,,Demographics and Enrollment,demographics_and_enrollment
sofa_vaso_3___dobut,,Which vasopressors did the patient receive in the last 24 hours? (choice=Dobutamine),,,Day 3 Assessment,day_3_assessment
sofa_vaso_3___dopa,,Which vasopressors did the patient receive in the last 24 hours? (choice=Dopamine),,,Day 3 Assessment,day_3_assessment
sofa_vaso_3___epi,,Which vasopressors did the patient receive in the last 24 hours? (choice=Epinephrine),,,Day 3 Assessment,day_3_assessment
sofa_vaso_3___neosyn,,Which vasopressors did the patient receive in the last 24 hours? (choice=Neosynephrine),,,Day 3 Assessment,day_3_assessment
sofa_vaso_3___norepi,,Which vasopressors did the patient receive in the last 24 hours? (choice=Norepinephrine),,,Day 3 Assessment,day_3_assessment
sofa_vaso_3___vasop,,Which vasopressors did the patient receive in the last 24 hours? (choice=Vasopressin),,,Day 3 Assessment,day_3_assessment
sofa_vasop_1,,Vasopressin dose: (mcg/kg/min),,,Demographics and Enrollment,demographics_and_enrollment
sofa_vasop_3,,Vasopressin dose: (mcg/kg/min),,,Day 3 Assessment,day_3_assessment
sofa_vasoyn_1,,Receipt of vasopressors,,,Demographics and Enrollment,demographics_and_enrollment
sofa_vasoyn_3,,Receipt of vasopressors,,,Day 3 Assessment,day_3_assessment
subject_id,Subject ID,Subject ID,Subject ID,,Form Unknown,form_unknown
subject_id,,Subject ID,Subject ID,,Form Unknown,form_unknown
vit_fio2h_1,,"Highest FiO2For patients on nasal cannula, use estimation that FIO2 = 0.21 + 0.03*(LPM of NC O2)",,,Demographics and Enrollment,demographics_and_enrollment
vit_hrh_1,,"Highest heart rate, bpm",,,Demographics and Enrollment,demographics_and_enrollment
vit_respsup_1,,Respiratory support at enrollment (select one),,,Demographics and Enrollment,demographics_and_enrollment
vit_rrh_1,,"Highest respiratory rate, breaths per minute",,,Demographics and Enrollment,demographics_and_enrollment
vit_spbl_1,,"Lowest systolic blood pressure, mm Hg",,,Demographics and Enrollment,demographics_and_enrollment
vit_spo2l_1,,Lowest SpO2,,,Demographics and Enrollment,demographics_and_enrollment
vit_vasop_1,,Receipt of vasopressors,,,Demographics and Enrollment,demographics_and_enrollment
vs_alivedt,,Last day known to be alive,,,Vital Status,vital_status
vs_deathdt,Day of death,Day of death,Day of death,,Vital Status,vital_status
vs_deathdt,,Day of death,Day of death,,Vital Status,vital_status
vs_deathhosp,,Did the patient die prior to hospital discharge?,,,Vital Status,vital_status
vs_died,,Did the patient die between randomization and study day 29?,,,Vital Status,vital_status
vs_dt,,Day this form was completed,,,Vital Status,vital_status
wd_details,,Details:,,,Patient withdrawal,patient_withdrawal
wd_dt,,Day withdrawn:,,,Patient withdrawal,patient_withdrawal
wd_reas,,Reason for patient withdrawal,,,Patient withdrawal,patient_withdrawal
wd_reas_v2,,Type of study withdrawal:,,,Patient withdrawal,patient_withdrawal
wd_reasspec,,Other reason for patient withdrawal,,,Patient withdrawal,patient_withdrawal
wd_tm,,Time withdrawn:,,,Patient withdrawal,patient_withdrawal
wd_yn,,Did patient withdraw from the study?,,,Patient withdrawal,patient_withdrawal
